pdf_page_id,source_id,source_path,repo_canonical_path,pdf_sha256,page_number,page_count,page_type,text_chars,text_excerpt,visual_review_batch,visual_review_status,notes
pdf_0104,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,12,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0105,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,13,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0106,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,14,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0107,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,15,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0108,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,16,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0109,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,17,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0110,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,18,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0111,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,19,32,text_dominant,725,"[RESTRICTED: owner formula, costing, and safety research]",relocated_product_structure_pages,reviewed,Public extraction redacted; consult the controlled owner source only with explicit authorization.
pdf_0112,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,20,32,text_dominant,1343,"[RESTRICTED: owner formula, costing, and safety research]",relocated_product_structure_pages,reviewed,Public extraction redacted; consult the controlled owner source only with explicit authorization.
pdf_0113,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,21,32,text_dominant,783,"[RESTRICTED: owner formula, costing, and safety research]",relocated_product_structure_pages,reviewed,Public extraction redacted; consult the controlled owner source only with explicit authorization.
pdf_0114,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,22,32,text_dominant,847,"[RESTRICTED: owner formula, costing, and safety research]",relocated_product_structure_pages,reviewed,Public extraction redacted; consult the controlled owner source only with explicit authorization.
pdf_0115,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,23,32,text_dominant,2153,"crystals and possible variations using house hold wasted or preserved ingredients. Prayer oil, alter oil, Florida water adjacent, no culture appropriation needed. binary neutral For an independent contractor balancing limited funds, limited desktop access, and the need for a professional yet easy-to-maintain site, the best approach is to focus on platforms t",relocated_product_structure_pages,reviewed,
pdf_0116,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,24,32,text_dominant,2173,"**The ""Free"" Reality:** It is completely free to publish, though it is best suited for simple, informational sites rather than complex e-commerce stores with automated inventory management. She could host her product listing here and use a simple link to a payment processor to handle sales. ⠀3. Weebly (Best for Simplicity) Weebly is known for being less over",relocated_product_structure_pages,reviewed,
pdf_0117,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,25,32,mixed,508,"⠀Recommended Next Steps 1. **Help her set up the account:** Because of her limited desktop access, the initial ""heavy lifting"" (setting up the layout, colors, and menus) is best done by you on a desktop. 2. **Focus on the ""Mobile Editor"":** Once you have the site built, show her specifically where the ""Mobile Edit"" button is in the platform's app. 3. **Choos",relocated_product_structure_pages,reviewed,
pdf_0118,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,26,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0119,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,27,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0120,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,28,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0121,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,29,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0122,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,30,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0123,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,31,32,text_dominant,2143,"Managing a business with limited desktop access requires choosing platforms that prioritize mobile- first editing and integration. Since she needs a professional site that includes newsletters, social feeds, and video without a monthly fee, the best strategy is to use a primary website builder combined with specialized free tools for the more complex feature",relocated_product_structure_pages,reviewed,
pdf_0124,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,32,32,text_dominant,1048,"⠀Important Advice for Success **Keep the site ""Thin"":** With free plans, the goal is simplicity. Do not try to build a massive catalog with hundreds of items. Keep it to a landing page, a ""Shop"" page with her top 3–5 items, an ""About"" page, and a link to her booking system. **Use Free Hosting for Videos:** Hosting video directly on a free website plan often ",relocated_product_structure_pages,reviewed,
pdf_0125,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,1,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0126,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,2,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0127,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,3,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0128,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,4,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0129,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,5,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0130,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,6,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0131,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,7,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0132,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,8,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0133,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,9,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0134,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,10,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0135,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,11,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0136,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,12,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0137,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,13,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0138,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,14,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0139,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,15,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0140,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,16,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0141,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,17,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0142,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,18,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0143,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,19,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0144,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,20,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0145,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,21,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0146,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,22,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0147,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,23,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0148,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,24,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0149,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,25,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0150,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,26,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0151,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,27,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0152,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,28,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0153,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,29,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0154,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,30,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0155,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,31,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0156,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,32,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0157,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,33,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0158,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,34,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0159,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,35,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0160,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,36,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0161,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,37,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0162,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,38,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0163,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,39,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0164,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,40,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0165,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,41,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0166,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,42,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0167,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,43,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0168,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,44,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0169,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,45,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0170,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,46,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
pdf_0171,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./IMG_1188.pdf,research/source-assets/59/5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22.pdf,5942f7b2f5a495ae97c28955c4a49610596575b8636356cc2fabb5d0069cbf22,47,125,visual_dominant,0,,relocated_img1188_pages,reviewed,
